data_publikacji,zamawiajacy,sektor,rodzaj_zamowienia,dotyczy_ai,przedmiot,zrodlo,url
2026-07-30,"Samodzielny Publiczny Zakład Opieki Zdrowotnej MSWiA w Rzeszowie",szpital_zdrowie,inne,0,"Dostawa i montaż elementów ogrodu sensorycznego oraz nasadzenie 5 drzew tlenowych",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286728
2026-07-30,"Solaris Bus & Coach sp. z o.o.",firma_prywatna,badania_rd,0,"Digital Twin Model Development and Validation",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286853
2026-07-30,"Staropolska Izba Przemysłowo-Handlowa",ngo,uslugi_it,0,"ZAPYTANIE OFERTOWE NR 12/MetaLink/2026 dotyczące przeprowadzenia dwóch usług doradczych w ramach projektu „MetaLink – wsparcie Konsorcjum Branży Metalowo-Odlewniczej”.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/284902
2026-07-30,"Stowarzyszenie ""Przyjaciele Przedszkola pod Dębusiem""",ngo,szkolenie,0,"Pod Dębusiem - rozwijanie kompetencji kluczowychwśród dzieci i zwiększenie jakości edukacji przedszkolnej.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286861
2026-07-30,"SYNTEA Spółka Akcyjna",oswiata,szkolenie,0,"PJiDKZ-PW/5/2026 - Przeprowadzenie specjalistycznych szkoleń umożliwiających uczniom nabywanie kwalifikacji rynkowych wraz z zapewnieniem: materiałów i narzędzi do realizacji szkoleń oraz zewnętrznych egzaminów certyfikacyjnych1 i innych elementów w projekcie „Poprawa jakości i dostępności kształcenia zawodowego w szkołach ponadpodstawowych wraz z doposażeniem pracowni w Powiecie Wałeckim”.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286929
2026-07-30,"Szpital Miejski im Franciszka Raszei",szpital_zdrowie,wdrozenie_ai,1,"Cyfrowa transformacja Szpitala Miejskiego im. Franciszka Raszei w Poznaniu: integracja i rozbudowa systemów IT, digitalizacja dokumentacji medycznej, cyberbezpieczeństwo, AI z dostępem do centralnego repozytorium danych.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286946
2026-07-30,"Szpital Neuropsychiatryczny im. Prof. Mieczysława Kaczyńskiego Samodzielny Publiczny Zakład Opieki Zdrowotnej w Lublinie",szpital_zdrowie,uslugi_it,0,"Opracowanie, wykonanie, wdrożenie i uruchomienie strony internetowej z dostępnością dla osób ze szczególnymi potrzebami w ramach projektu „Funkcjonowanie i rozwój Regionalnego Centrum Zdrowia Psychicznego Dzieci i Młodzieży przy Szpitalu Neuropsychiatrycznym im. Prof. M. Kaczyńskiego w Lublinie” Nr FELU.08.06-IZ.00-0001/23 współfinansowanego ze środków Europejskiego Funduszu Społecznego Plus w ramach Działania 8.6 Usługi zdrowotne Priorytet VIII Zwiększanie spójności społecznej programu Fundusze Europejskie dla Lubelskiego 2021 – 2027.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286863
2026-07-30,"Uniwersytet DSW Ideis",uczelnia_nauka,szkolenie,0,"Wzmacnianie potencjału administracyjnego Uniwersytetu DSW – przygotowanie merytoryczne kadry kierowniczej i administracyjnej zaangażowanej w procesy zarządzania uczelnią.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286881
2026-07-30,"Wodociągi Zachodniopomorskie Sp. z o.o.",spolka_komunalna,sprzet_it,0,"„Dostawa agregatu prądotwórczego przeznaczonego do zapewnienia ciągłości działania infrastruktury teleinformatycznej i systemów cyberbezpieczeństwa w ramach realizacji projektu „Cyberbezpieczne Wodociągi”",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286877
2026-07-30,"Województwo Wielkopolskie - Wojewódzki Urząd Pracy w Poznaniu",samorzad,szkolenie,0,"Organizacja i przeprowadzenie dwudniowego szkolenia zamkniętego w formie stacjonarnej dla kadry kierowniczej i samodzielnych stanowisk Wojewódzkiego Urzędu Pracy w Poznaniu pn. „Finanse publiczne – studium ogólnej wiedzy o zadaniach i zasadach finansowania publicznego systemu finansowego samorządu”.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286898
2026-07-30,"Zakład Usług Komunalnych WODKAN Sp. z o.o.",spolka_komunalna,sprzet_it,0,"Dostawa sprzętu/urządzeń i oprogramowania podnoszącego poziom cyberbezpieczeństwa systemów teleinformatycznych w Zakładzie Usług Komunalnych WODKAN Spółka z ograniczoną odpowiedzialnością w Nowej Chełmży.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286663
2026-07-29,"Akademia Muzyczna im. Stanisława Moniuszki w Gdańsku",uczelnia_nauka,sprzet_it,0,"Dostawa sprzętu komputerowego na potrzeby wyposażenia Biura ds. dostępności oraz osób ze szczególnymi potrzebami w Akademii Muzycznej im. Stanisława Moniuszki w Gdańsku",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286713
2026-07-29,"ASLab Science P.S.A.",firma_prywatna,badania_rd,0,"Zapytanie ofertowe na wynajem teksturometru do badania siły adhezji opatrunku (1 szt.) na potrzeby firmy ASLAB SCIENCE PROSTA SPÓŁKA AKCYJNA do realizacji projektu pt. „AAC – multifunkcjonalny, wielowarstwowy opatrunek medyczny, przyspieszający gojenie się ran, o szerokiej aktywności przeciwmikrobiologicznej” realizowanego w ramach Programu Fundusze Europejskie dla Nowoczesnej Gospodarki Działanie FENG.01.01 Ścieżka SMART.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286696
2026-07-29,"Bieszczadzkie Centrum Dziedzictwa Kulturowego FANTO",inne,inne,0,"„Profesjonalne Bieszczady – rozwój kadry i infrastruktury BCDK”",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286766
2026-07-29,"Centrum Rozwoju Społeczno-Ekonomicznego",ngo,szkolenie,0,"ZAPYTANIE OFERTOWE nr 30/2026/MI/SZK dotyczące realizacji szkolenia „Pracownik ds. obsługi klienta” (w tym zapewnienie kadry trenerskiej, materiałów szkoleniowych, sal szkoleniowych, ubezpieczenia NNW oraz egzaminu) – część A, usługi cateringowej podczas usługi szkoleniowej – część B dla uczestników projektu „Most Integracji – Podkarpackie Centrum Wsparcia OPT”, prowadzone w oparciu o zasadę konkurencyjności.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286705
2026-07-29,"Certes Sp. z o.o.",firma_prywatna,szkolenie,0,"Systemowe kształcenie specjalistów i specjalistek ds. dostępności cyfrowe",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286777
2026-07-29,"Chantal sp. z o.o.",firma_prywatna,inne,0,"CHANTAL – Polski Ekspert w Pielęgnacji Włosów na Światowych Rynkach",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286780
2026-07-29,"Contargo HTR Sp. z o.o.",firma_prywatna,inne,0,"Prace infrastrukturalne – prace budowlane związane z infrastrukturą terminala intermodalnego wraz z projektem wykonawczym",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286813
2026-07-29,"DGA S.A",firma_prywatna,szkolenie,0,"Przeprowadzenie kursów dla uczestników projektu pt.: „Podnoszenie i zmiana kwalifikacji oraz aktywizacja zawodowa pracowników Grupy Kapitałowej Zespołu Elektrowni Pątnów – Adamów – Konin zorientowana na utworzenie i utrzymanie miejsc pracy. „Droga do zatrudnienia po węglu”.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286751
2026-07-29,"Fundacja Instytut Edukacji",ngo,szkolenie,0,"Zapytanie ofertowe nr 44/ARZ/FESL.05.04 w projekcie „Akademia Rozwoju Zawodowego” nr FESL.05.04-IP.02-07HD/23 realizowanym w ramach Programu Fundusze Europejskie dla Śląskiego 2021-2027 współfinansowanego ze środków Europejskiego Funduszu Społecznego Plus",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286739
2026-07-29,"GE Aerospace Poland Sp. z o.o.",firma_prywatna,inne,0,"Zapytanie ofertowe z dnia 29.07.2026 roku na usługi związane z obróbką mechaniczną metali mające na celu wytworzenie elementów o określonej geometrii",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286812
2026-07-29,"Geria-med Medyczna Opieka Domowa",szpital_zdrowie,inne,0,"ZAPYTANIE OFERTOWE NR 1/GM/2026: Świadczenie długoterminowej opieki pielęgniarskiej w miejscu zamieszkania, wsparcia psychologicznego dla opiekunów faktycznych osób potrzebujących wsparcia w codziennym funkcjonowaniu oraz opieki wytchnieniowej w postaci usługi opiekuńczej",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286725
2026-07-29,"Gmina Biały Dunajec",samorzad,inne,0,"Dostawę wyposażenia i umeblowania dla projektu „Utworzenie placówki dziennego wsparcia dla dzieci i młodzieży” realizowanego przez Zamawiającego w ramach dofinansowania: Fundusze Europejskie dla Małopolski 2021-2027, Europejski Fundusz Społeczny Plus, Priorytet Fundusze europejskie dla rynku pracy, edukacji i włączenia społecznego, Działanie Wsparcie usług społecznych w regionie – ZIT.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286778
2026-07-29,"Gmina Domaszowice",samorzad,uslugi_it,0,"Przygotowanie, wdrożenie i audyt SZBI, testowanie bezpieczeństwa infrastruktury sieciowej oraz szkolenia pracowników z cyberbezpieczeństwa w ramach projektu ""Cyberbezpieczny Samorząd"".",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286724
2026-07-29,"Ministerstwo Zdrowia",administracja_centralna,uslugi_it,0,"Wykonanie audytu wstępnego zgodności SZBI z KRI/KSC oraz zaprojektowanie i wdrożenie Zintegrowanego Systemu Zarządzania Bezpieczeństwem Informacji dla Ministerstwa Zdrowia",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286756
2026-07-29,"Samodzielny Publiczny Zespół Zakładów Opieki Długoterminowej",szpital_zdrowie,inne,0,"Deinstytucjonalizacja opieki rehabilitacyjnej w powiecie oleckim – modernizacja SPZZOD",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286814
2026-07-29,"Stowarzyszenie Aglomeracja Kalisko-Ostrowska",ngo,inne,0,"Usługa świadczona i finansowana będzie w ramach projektu pn. „Sieciowanie Związków ZIT w Polsce” na realizację sieci współpracy „Akademia partnerstwa i współpracy MOF” (sieć tematyczna: „Zarządzanie i realizacja zasad horyzontalnych w MOF”), zgodnie z podpisaną umową na rzecz realizacji projektu w ramach programu Pomoc Techniczna dla Funduszy Europejskich 2021-2027.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286683
2026-07-29,"Stowarzyszenie Euroregion Karpacki",ngo,inne,0,"Opracowanie pól współpracy w zakresie zidentyfikowanych problemów występujących na obszarze Transgranicznych Obszarów Funkcjonalnych TOF Beskid Niski i TOF Kremenaros",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286733
2026-07-29,"T.R.V. SEBASTIAN KOMINIAK",firma_prywatna,inne,0,"Dostawa pojazdu elektrycznego – mobilne zaplecze serwisowe w związku z realizacją projektu pn. „Zwiększenie zdolności produkcyjnych przedsiębiorstwa poprzez rozpoczęcie świadczenia innowacyjnych usług budowlanych na obszarze transformacji województwa łódzkiego”.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286819
2026-07-29,"Uniwersytet w Siedlcach",uczelnia_nauka,sprzet_it,0,"Dostawa wirtualnego stołu anatomicznego",ted,https://ted.europa.eu/pl/notice/-/detail/524225-2026
2026-07-29,"Uniwersytet w Siedlcach, Siedlce",uczelnia_nauka,inne,0,"Usługa gastronomiczno-hotelowa w dniu 21-22.09.2026 r. dla uczestników XIX Międzynarodowej Konferencji Naukowej MANAGENT 2026 Zarządzanie i jakość w erze sztucznej inteligencji",ezam,https://ezamowienia.gov.pl/mp-client/search/list/08deed5f-8476-e909-ebd1-6500018d329f
2026-07-29,"Urząd Miasta Włocławek",samorzad,uslugi_it,0,"Dostawa, wdrożenie, konfiguracja oraz utrzymanie urządzeń i oprogramowania z zakresu cyberbezpieczeństwa dla Urzędu Miasta w ramach projektu grantowego pn. „Cyberbezpieczne Miasto Włocławek” dofinansowanego z projektu z Funduszy Europejskich na Rozwój Cyfrowy 2021-2027",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286719
2026-07-29,"WEBSENSA Spółka z ograniczoną odpowiedzialnością",firma_prywatna,sprzet_it,0,"ZAPYTANIE OFERTOWE nr 21_2026_05.01.01_003F z dnia 29 lipca 2026 r. na zakup i dostawę 5 sztuk sprzętu komputerowego – laptopów.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286797
2026-07-29,"WEBSENSA Spółka z ograniczoną odpowiedzialnością",firma_prywatna,sprzet_it,0,"ZAPYTANIE OFERTOWE nr 22_2026_05.01.01_003F z dnia 29 lipca 2026 r.na zakup i dostawę 8 sztuk wysokowydajnych komputerów.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286798
2026-07-29,"Wirex Construction Spółka z ograniczoną odpowiedzialnością",firma_prywatna,inne,0,"ZAPYTANIE OFERTOWE nr 2/FELD.09.01/1 na zakup, dostawę, instalację, uruchomienie wraz ze specjalistycznym instruktażem w obsłudze automatycznego systemu do wdmuchiwania materiałów izolacyjnych - 1 szt.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286603
2026-07-29,"Wyższa Szkoła Biznesu i Nauk o Zdrowiu w Łodzi",uczelnia_nauka,oprogramowanie,0,"ZAPYTANIE OFERTOWE nr 5/WSBiNoZ/DROP/2026 w zakresie realizacji usługi polegającej na dostawie licencji i wdrożeniu systemu teleinformatycznego",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286694
2026-07-29,"Zakład Gospodarki Komunalnej sp. z o. o.",spolka_komunalna,uslugi_it,0,"Zaprojektowanie rozwiązania z zakresu bezpieczeństwa teleinformatycznego, dostawa sprzętu i oprogramowania, wdrożenie oraz usługi towarzyszące [tzw. Postępowanie B]",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286808
2026-07-29,"Zakład Gospodarki Komunalnej w Jezierzycach Sp. z o.o.",spolka_komunalna,uslugi_it,0,"Wdrożenie systemu bezpieczeństwa informacji w systemie informacyjnym jednostki Zakładu Usług Komunalnych w Jezierzycach Sp. z o.o. obejmujący system teleinformatyczny",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286818
2026-07-29,"Związek Centralny Dzieła Kolpinga w Polsce",ngo,szkolenie,0,"Zapewnienie sali szkoleniowej oraz wyżywienia dla uczestników szkolenia, Niepołomice lub okolice, woj. małopolskie, 20.08.2026 r.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286804
2026-07-29,"Związek Centralny Dzieła Kolpinga w Polsce",ngo,szkolenie,0,"KURS JĘZYKA WŁOSKIEGO ONLINE W CZASIE RZECZYWISTYM DLA 1 OSOBY NA POZIOMIE A2",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286720
2026-07-28,"3N SOLUTIONS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",firma_prywatna,inne,0,"Zapytanie ofertowe- Detektor wielogazowy – 6 szt.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286518
2026-07-28,"Akademia Zdrowia Izabela Łajs",firma_prywatna,szkolenie,0,"Przygotowanie i przeprowadzenie warsztatów grupowych dla uczestników/uczestniczek projektu „Młodzi na łódzkim rynku pracy”.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286657
2026-07-28,"ASLab Science P.S.A.",firma_prywatna,inne,0,"Zapytanie ofertowe na wynajem aparatu do odparowywania pod azotem na potrzeby firmy ASLAB SCIENCE PROSTA SPÓŁKA AKCYJNA do realizacji projektu pt. „AAC – multifunkcjonalny, wielowarstwowy opatrunek medyczny, przyspieszający gojenie się ran, o szerokiej aktywności przeciwmikrobiologicznej” realizowanego w ramach Programu Fundusze Europejskie dla Nowoczesnej Gospodarki Działanie FENG.01.01 Ścieżka SMART.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286561
2026-07-28,"BART spółka z ograniczoną odpowiedzialnością",firma_prywatna,inne,0,"Kompleksowe zaprojektowanie, wykonanie, dostawa, montaż oraz demontaż zindywidualizowanej zabudowy stoiska wystawienniczego na targach Supply Side Global odbywających się w USA w dniach 26-30.10.2026 r.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286618
2026-07-28,"C2C Sp. z o.o.",firma_prywatna,oprogramowanie,0,"Zapytanie ofertowe na system IIoT – wspomagający proces robotyzacji",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286601
2026-07-28,"Centrum Obsługi Edukacji w Michałowicach",oswiata,szkolenie,0,"Szkolenia dla liderów dostępności oraz mentoringu/superwizji dla nauczycieli w ramach fazy ewaluacji w projekcie ""Szkoła otwarta na edukację włączającą""",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286430
2026-07-28,"CENTRUM USŁUG SZKOLENIOWO-DORADCZYCH JAKUB SZPON",firma_prywatna,szkolenie,0,"Obsługa klienta i komunikacja w zespole z warsztatami wspólnego gotowania jako narzędzie budowania zespołu.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286627
2026-07-28,"ESKULAP PABIANICE PRYWATNY GABINET LEKARZY SPECJALISTÓW NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ESKULAP PORADNIA ZDROWIA RODZINNEGO WIOLETTA SIKORA",szpital_zdrowie,inne,0,"Program dotyczący zaburzeń nastroju oraz zaburzeń nerwicowych, związanych ze stresem i pod postacią somatyczną dla mieszkańców powiatu pabianickiego",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286547
2026-07-28,"Forum Aktywności Lokalnej",ngo,sprzet_it,0,"Zakup i dostawa wraz z wniesieniem laptopa oraz przenośnego głośnika wspierającego działalność statutową oraz rozwój Dolnośląskiego Stowarzyszenia Aktywizacji Niepełnosprawnych nr 1/07/2026/SF/BONYROZWOJOWE/DOSAN",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286558
2026-07-28,"Fundacja Instytut Edukacji",ngo,szkolenie,0,"Zapytanie ofertowe nr 38/ARZ/FESL.05.04 w projekcie „Akademia Rozwoju Zawodowego” nr FESL.05.04-IP.02-07HD/23 realizowanym w ramach Programu Fundusze Europejskie dla Śląskiego 2021-2027 współfinansowanego ze środków Europejskiego Funduszu Społecznego Plus",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286536
2026-07-28,"Gmina Biały Dunajec",samorzad,inne,0,"Dostawa wyposażenia i umeblowania dla projektu „Utworzenie dwóch instytucji dziennej opieki dla dzieci do lat 3 w miejscowości Sierockie”",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286596
2026-07-28,"Gmina Miasta Brodnicy - Brodnickie Centrum Usług Społecznych",samorzad,inne,0,"Zapytanie ofertowe nr PZP.271.2.14.2026 na realizację zamówienia publicznego pn. Zakup materiałów do rękodzieła w ramach projektu „Brodnickie Centrum Usług Społecznych – realizacja usług społecznych dla mieszkańców Gminy Miasta Brodnicy”.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286585
2026-07-28,"HDA - CENTRUM SZKOLENIA, DORADZTWA FINANSOWEGO I BIZNESU HUBERT DURLIK",firma_prywatna,szkolenie,0,"ZAPYTANIE OFERTOWE 19-NSKZ-SZ19-2026",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286611
2026-07-28,"HDA - CENTRUM SZKOLENIA, DORADZTWA FINANSOWEGO I BIZNESU HUBERT DURLIK",firma_prywatna,szkolenie,0,"ZAPYTANIE OFERTOWE NR 10/HDA/RS/2026",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286665
2026-07-28,"INSTYTUT FIZYKI JĄDROWEJ IM. HENRYKA NIEWODNICZAŃSKIEGO POLSKIEJ AKADEMII NAUK",uczelnia_nauka,sprzet_it,0,"Polska – Sprzęt laboratoryjny, optyczny i precyzyjny (z wyjątkiem szklanego) – Dostawa automatycznego systemu nanointendera dla IFJ PAN w Krakowie (DZP.260.35.2026)",ted,https://ted.europa.eu/pl/notice/-/detail/519841-2026
2026-07-28,"INTERLAN ANDRZEJ KUŁAKOWSKI I SPÓŁKA - SPÓŁKA JAWNA",firma_prywatna,badania_rd,1,"Badania nad UIAI - nowym typem interfejsu użytkownika do aplikacji webowej iSpeed w oparciu o narzędzia AI",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286593
2026-07-28,"K&CH Project Karolina Chomej",firma_prywatna,szkolenie,0,"Nowe możliwości-integracja obywateli państw trzecich na rynku pracy",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286668
2026-07-28,"Klaster Innowacji Społecznych",ngo,szkolenie,0,"3/07/2026/KIS - przeprowadzenie 480 godzin szkoleń eksperckich dla 300 uczestników projektu w ramach drugiego zjazdu edukacyjnego, realizowanego w projekcie „Liderzy Partycypacji w obszarze edukacji i kształcenia”",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/286650
